image1_url,image2_url,result
https://food-cms.grab.com/Merchants/4-C6V3NKMTBCCTVJ/photoexhibition/d3f1b2e25f9344249ead15a58cf2d5d8_1726020233894203921.jpeg,https://food-cms.grab.com/Merchants/4-CYNKN8BECE3GEJ/photoexhibition/be01567e99e24f2dbbcb19bcfdbecb9a_1728641754745768172.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4DCC663WB6ETT/photoexhibition/92b3fb91c7f24f18820feaba058eb8b5_1686305635059171828.jpeg,https://food-cms.grab.com/Merchants/4-C63CNTXGNGC2EE/photoexhibition/52db6c4f7afa4120ae47ed02c8ee626a_1732265700458373695.jpeg,2.0
https://food-cms.grab.com/Merchants/4-C3VCNRDDHEVYR6/photoexhibition/59f9c9b27a4241d093d3f72ae9691152_1732593856777247600.jpg,https://food-cms.grab.com/Merchants/4-C6TWVB4WV8MZAN/photoexhibition/e7707b5f9cb3446a831ef67ed9daaf28_1721631658796889030.png,1.0
https://food-cms.grab.com/Merchants/4-C4MUBB5CNJJ2RT/photoexhibition/c1c7ebdc040943228cbfb431caca3420_1732875542217310544.jpg,https://food-cms.grab.com/Merchants/4-C6TZEUUGRJ5VHA/photoexhibition/3e8dc0cee78c4e7d8c5a62b82ad26ca8_1734512993945231813.jpeg,2.0
https://food-cms.grab.com/Merchants/1-C6VJGUWGL7CWRJ/photoexhibition/dada97448b93431ca3a735630eb040af_1724840816561866134.jpeg,https://food-cms.grab.com/Merchants/SGDD09018/photoexhibition/3ab4e180e59e417fa0bce6b961955d37_1728555028364026399.jpeg,2.0
https://food-cms.grab.com/Merchants/1-C642C4JFVFATRE/photoexhibition/d953eec0602040d4bcae8cd784885b5c_1735871031342349540.jpeg,https://food-cms.grab.com/Merchants/4-C6MHWBXTCA5WNA/photoexhibition/91f8f8dffb9646878a2a9e1b7790f31e_1734577967762658305.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C6CHTE5YRZA1TJ/photoexhibition/e910e2645ac444538af90a0c3070d2c4_1704783258982994866.jpeg,https://food-cms.grab.com/Merchants/1-C6J2RN3YCBATNE/photoexhibition/6f7ac5f6f52f4e36bac9e34a5daf9c10_1711957818045862470.jpeg,2.0
https://food-cms.grab.com/Merchants/1-C6TFDFWEPBWANT/photoexhibition/0cab646792c742f0bd9fbcc3a724a6b0_1720750565144196319.jpeg,https://food-cms.grab.com/Merchants/4-C2WVTECUN7MJN6/photoexhibition/ab6e57ead1c7481ca7aab631a9453338_1733112025344885063.jpg,2.0
https://food-cms.grab.com/Merchants/4-C6MZJEJTLXKUGJ/photoexhibition/fa311a41d4b348aca19a756675b140de_1734337442138051624.jpeg,https://food-cms.grab.com/Merchants/SGDD06242/photoexhibition/afa9654b5e5a408893a3458deae84b25_1737512484738390087.jpeg,1.0
https://food-cms.grab.com/Merchants/4-C2TXTFCTELM2R6/photoexhibition/39fb980fada54fd2903cce06c631b07e_1737513825901600105.jpeg,https://food-cms.grab.com/Merchants/4-C6NXL63KETT1GN/photoexhibition/0b5b11338dc648ab978e93c7527de3a1_1719472762376393452.jpeg,1.0
https://food-cms.grab.com/Merchants/4-C3K3ATAUNXTXNX/photoexhibition/18d18b8afd6c445183034177c49c3b38_1733474108479621514.jpg,https://food-cms.grab.com/Merchants/SGDD06556/photoexhibition/15a1c8ccc0bc47c2a7dd4b81457d3ab2_1731056035095730512.png,1.0
https://food-cms.grab.com/Merchants/1-C6NUEADDVRAXWA/photoexhibition/50204c98d3db4041a1a857bc5bd98791_1719386536402370601.jpeg,https://food-cms.grab.com/Merchants/4-C6LYVULGNBCTBE/photoexhibition/233b2cf60fa440ca92247ce6830869f9_1715653637972640432.jpeg,2.0
https://food-cms.grab.com/Merchants/1-C6L1N7JZVZMUVE/photoexhibition/b5ad19796e764e12b8137a5d19e54dd2_1715826110045086859.jpeg,https://food-cms.grab.com/Merchants/1-C6NAVX5ESALCPE/photoexhibition/b1528df01e42471cb2d3e0032b9e6dea_1718171528220708500.jpeg,1.0
https://food-cms.grab.com/Merchants/1-C65TBBUHJ3E1JA/photoexhibition/ef632b1ec12a4bb3ba58df736c4c5bfd_1737012137120268093.jpeg,https://food-cms.grab.com/Merchants/1-C6VDCKM1VX2VGE/photoexhibition/655b04b948484106b327275b72e646b4_1724320247582992883.jpeg,1.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-CY2HVKWTDBLHCA/photoexhibition/b0a06d5ee4b74d17985c67ac4a6c335e_1676864768127678977.jpeg,https://food-cms.grab.com/Merchants/4-C6BVJLL2RA2ZPA/photoexhibition/8cc30f708b9f4543987bfcb4eb3effc0_1735266667369633988.jpeg,2.0
https://food-cms.grab.com/Merchants/4-C6TGAJUTFBBYLA/photoexhibition/e7618d7c8be84ac9868fc3a869a94f5c_1723608549826695048.jpeg,https://food-cms.grab.com/Merchants/4-C6X2GTWALFVJHE/photoexhibition/4a7972c908454dff94933ea104611aa5_1734505206901309892.jpeg,1.0
https://food-cms.grab.com/Merchants/1-C6MXVTUKAULGCA/photoexhibition/4332a73cfc5b4c1280b336e84b5ed70c_1717559845405548065.jpeg,https://food-cms.grab.com/Merchants/4-CZEYEAJGET32NA/photoexhibition/31864d559f9e4dbdbd76a3edab8d5984_1740472501601860623.png,2.0
https://food-cms.grab.com/Merchants/1-C6TGRLNCRY6AHE/photoexhibition/9fe346ba647b4c94add36e89d0df25ae_1721099381780617914.jpeg,https://food-cms.grab.com/Merchants/4-CYNKN8BEVKAXG6/photoexhibition/be8ec919315b4bd981eb63ae0dfb532b_1728896951056212285.jpeg,2.0
https://food-cms.grab.com/Merchants/1-C6TGRLNCRY6AHE/photoexhibition/9fe346ba647b4c94add36e89d0df25ae_1721099381780617914.jpeg,https://food-cms.grab.com/Merchants/4-C66JVYKHCPJDGX/photoexhibition/2d6a18d6f0a14753820a2e33e2efd011_1738896967607367596.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-CZCEG4CVVXUANA/photoexhibition/619353a2baaa414796e325e22f45cd2d_1677082465560777275.jpg,https://food-cms.grab.com/Merchants/4-C4DAGXLVCPXFGE/photoexhibition/2d3aef630bbd476bbbbbbe510d7a7759_1733458245285490485.jpg,1.0
https://food-cms.grab.com/Merchants/1-C6NDG75GJ3LUAE/photoexhibition/c57b1e16c903445aa85f6bd883c0723c_1718436118062899074.jpeg,https://food-cms.grab.com/Merchants/1-C7AGFEMUC6AETN/photoexhibition/34ddbdce2151400d96fb66ceb9e8b924_1740632473301298379.jpeg,1.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C6DUE7J3AFDENN/photoexhibition/f7773f142b4840e0ae4fb9572509d5c1_1707132750623165661.jpeg,https://food-cms.grab.com/Merchants/SGDD10639/photoexhibition/2f27c6f8107945189400c2440b22be5b_1735544499733240251.jpeg,2.0
https://food-cms.grab.com/Merchants/4-C6EETK41TXC2EA/photoexhibition/84c0353305d7406594972df94cbe089a_1734518318200630924.jpeg,https://food-cms.grab.com/Merchants/SGDD02763/photoexhibition/3ed01ca8376f454ba3792d5e9743e053_1733728255706257330.jpg,2.0
https://food-cms.grab.com/Merchants/4-C3VFGYWXEK4YJX/photoexhibition/2ff78b380dda48e6a325a9b746f93a1d_1733453622303917901.jpg,https://food-cms.grab.com/Merchants/4-C6CJSEDJEYWXL2/photoexhibition/75183f8979224be58a2ef89803fd81b5_1742455618978502970.jpeg,1.0
https://food-cms.grab.com/Merchants/4-C2L2ALEKNALTFE/photoexhibition/caeb6bac90f84241a5da90c1bd3a5167_1740104687608914684.jpeg,https://food-cms.grab.com/Merchants/4-C6VYEN4DTAKVPE/photoexhibition/d6e05645f52d4d3a954ecc0be005d42f_1741844264495911249.jpeg,1.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4CZBCM3VB5KAN/photoexhibition/8e95727c4e6d40a6993a080a0aa56770_1685686561884259547.jpeg,https://food-cms.grab.com/Merchants/4-CY6TTYMBTEN1GX/photoexhibition/001cbfc05afa4f6586e15ce3788895ee_1735277825790778055.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C233LVDJUFCYTE/photoexhibition/3e576d896d8640f7a9f13ac00b93e700_1676869612354947330.jpeg,https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C2EHSFMJR7NEDA/photoexhibition/b8c555dd30bb4e74ad5f80bd7285b806_1681263533403817350.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4KHL6XEPBWJVN/photoexhibition/755ade0ab32a4a8e84a52f645f1b6175_1693364135700755589.jpeg,https://food-cms.grab.com/Merchants/1-C63GAPACR7AAVE/photoexhibition/e38a0be9e1674a5b895ca6bf0e6bfb0f_1732608772277185186.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4JZFALCNYX1LN/photoexhibition/a1ec100dbf8b4ca593fd0faa404ae40f_1691648603125231425.png,https://food-cms.grab.com/Merchants/SGDD00346/photoexhibition/0bf126a4b66f4db7ba6bfca5cd46c3cf_1735791758534419748.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4ECC3LTCLJ2JT/photoexhibition/f27ff47702e8456996514dc2a19397c2_1688367826662612412.jpeg,https://food-cms.grab.com/Merchants/1-C6MKNFVFMFUJTE/photoexhibition/5310463f92de4577a2a855700d39192d_1716967382197859718.jpeg,2.0
https://food-cms.grab.com/Merchants/4-C2XVLAWKLLJTVN/photoexhibition/615cbc04776f4c44935cf2482be25f8c_1742979879034869518.jpeg,https://food-cms.grab.com/Merchants/4-CZDYLB4AKAADVT/photoexhibition/1e178a39d63341cab3af29d8e49414f0_1732790435545554946.jpg,2.0
https://food-cms.grab.com/Merchants/1-C6TUEUDDEFJVLJ/photoexhibition/54efaedd41c54ca8ae255bea114da22d_1721292826067404978.jpeg,https://food-cms.grab.com/Merchants/4-C6W3LX31AT4ZLE/photoexhibition/8bcfdfe84fc3451fa399895351fca59c_1728022964874445867.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4KXN342N7BKGX/photoexhibition/dd2c5f01a9a94005b673ee979f13220d_1693897569413167273.jpeg,https://food-cms.grab.com/Merchants/SGDD05621/photoexhibition/1dbaa8f510bf4b0aa06a677a61229d7e_1735281415460924981.png,2.0
https://food-cms.grab.com/Merchants/4-C4MUBB5CNJJ2RT/photoexhibition/88bdbd7c728c42babc067bb7bfd8744d_1732875542516123881.jpg,https://food-cms.grab.com/Merchants/4-C6CHWAEGJ3NFN2/photoexhibition/a6360833a3ed4d8087aeb69ca95aa3d9_1733481608977632473.jpg,2.0
https://food-cms.grab.com/Merchants/1-C6TAEE6KTYDYJX/photoexhibition/595d5312d4e6488c99aff271b2e70122_1720415424060344840.png,https://food-cms.grab.com/Merchants/1-C6TUT8CELCMDGJ/photoexhibition/db4e91271a2845819e29720d44c73eea_1721274505056408839.jpeg,2.0
https://food-cms.grab.com/Merchants/4-C6LTRKECGUUXCN/photoexhibition/2ca8760e9a7349f49ff177112460b5e5_1715137711655459557.jpeg,https://food-cms.grab.com/Merchants/4-CYN2GYVJTEDUUA/photoexhibition/a2a276c4f7984dce80060567a49c0511_1735295759786232904.png,1.0
https://food-cms.grab.com/Merchants/4-C4KYGTBGGE62ME/photoexhibition/5f8319166e1b49a6a8ccf67c7080d7ee_1740452717415040268.jpeg,https://food-cms.grab.com/Merchants/4-C6UDGAK2NELEGT/photoexhibition/46cea9ad26e9478aa7ade4ae4bd47e99_1733898798977504588.jpeg,1.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C6DKME3GL6LJA6/photoexhibition/cfaf2f3c173b49489d4eb81841122fab_1707296317754651738.jpeg,https://food-cms.grab.com/Merchants/1-C632E2UTSCLYAN/photoexhibition/dda243b63191481f9259d2d14403bceb_1733891833589073945.jpeg,2.0
https://food-cms.grab.com/Merchants/1-C6NUE62GTLAFCE/photoexhibition/53132e4337c2400fb0f0051ef5917727_1719390981228133967.jpeg,https://food-cms.grab.com/Merchants/4-C6BVHE3FGYCET6/photoexhibition/bb5459a3ecc54351bc6c53385809bd7d_1739253603264821102.jpeg,2.0
https://food-cms.grab.com/Merchants/4-CY42TJCKTZKFTA/photoexhibition/21b63e1cf32442d1a652b6b8ad7a37c4_1735541226892223987.jpeg,https://food-cms.grab.com/Merchants/SGDD01821/photoexhibition/c307470c797a4825961c42635025410c_1733280792488330198.jpg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C6EZFFE2TJEBV2/photoexhibition/90ab97e6e2594507b44f88104b60af76_1709693984129233142.jpeg,https://food-cms.grab.com/Merchants/4-C2WTV4KDNY4FMA/photoexhibition/84e3eb14686044f18c62e1359f6654ef_1732854922271777676.jpg,2.0
https://food-cms.grab.com/Merchants/1-C64FBEKVCKNVC6/photoexhibition/3f04e3d6cf804c4a9277889f7a53ee14_1734518629412275581.jpeg,https://food-cms.grab.com/Merchants/1-C6U3NUJDV7WER2/photoexhibition/97837396ce064d01a57c9cc23e9546d8_1724046398801050939.jpeg,1.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4KFV3LGV8MARA/photoexhibition/840ec8ebe5354b9b9148408dc25d9deb_1692865449990573954.jpeg,https://food-cms.grab.com/Merchants/SGDD01304/photoexhibition/5fee1472c0cb441ebf1d83a05bc5e690_1733820896812928145.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4JKNFBWGXV1N2/photoexhibition/456c18761e6b49ac83c4458432762870_1691139538012407078.jpeg,https://food-cms.grab.com/Merchants/4-C7BJV6C3BGAAJN/photoexhibition/62849fe7d7d240e4a1e6f783dda5bd0e_1742958191469319303.jpeg,1.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C6DHPBLZPBEZJT/photoexhibition/134cccaf3be3436eaeb5e4ad11531f5a_1707047689162884349.jpeg,https://food-cms.grab.com/Merchants/4-C6BTN3J3T66BLJ/photoexhibition/8576590014584382a7b77e3cf269eadd_1740650412473347171.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4LBMAUHWAJDTN/photoexhibition/8ec439bec2024f5ba90319943080bb5a_1694503740415442416.jpeg,https://food-cms.grab.com/Merchants/4-C3XWR23KN4N3TX/photoexhibition/504bcd98e0c84f6394e7e79f9ef7dfa8_1734412628578857903.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4J1GA23PGEVEE/photoexhibition/e7eabf2fd24d410c9f32747390074f36_1691898425358550614.jpeg,https://food-cms.grab.com/Merchants/4-C3LWLJT3VNVEGT/photoexhibition/db0fe075608d4de2898eaaa4ef0d7473_1742891846233690012.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4JKNFBWGXV1N2/photoexhibition/456c18761e6b49ac83c4458432762870_1691139538012407078.jpeg,https://food-cms.grab.com/Merchants/1-C6J2RN3YCBATNE/photoexhibition/6f7ac5f6f52f4e36bac9e34a5daf9c10_1711957818045862470.jpeg,1.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/MYDD07781/photoexhibition/08b88c4eb8604959b64b0fb6d4685c31_1687860956222775782.jpeg,https://food-cms.grab.com/Merchants/4-C6UYFCL2MGAXL2/photoexhibition/38d83509274c4b728ece6629c74ec1f6_1723603804683293878.jpeg,1.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C6AERNWKPEX2LJ/photoexhibition/918177dca02e4024a815b76f2f23eb91_1700474294415129051.jpeg,https://food-cms.grab.com/Merchants/1-C6WYBEW1N3LTT2/photoexhibition/a96a8ed9732b4f3eb544522073e0fa32_1727577876158306471.jpeg,2.0
https://food-cms.grab.com/Merchants/1-C64ZGY6EC351VJ/photoexhibition/6d64a87c415049289a3fea81ac6ea66f_1736064532736297571.jpeg,https://food-cms.grab.com/Merchants/4-C4NGLUWAEBL1EE/photoexhibition/362ccb8fb0f740cfb50c29c061afe9b6_1740455122381412983.jpeg,2.0
https://food-cms.grab.com/Merchants/1-C632AJJFCPUWC6/photoexhibition/167d6665aeea4cccb4704125f9bc442d_1733804988999390434.jpeg,https://food-cms.grab.com/Merchants/4-C6NXL63KETT1GN/photoexhibition/d538e5b6be974ebbaa395e6a87ac44b3_1734672155185208980.jpeg,2.0
https://food-cms.grab.com/Merchants/4-CZCTETAGGKMUT2/photoexhibition/4ede155f7b194c48b5e93fda5cc15030_1733303922651504623.jpeg,https://food-cms.grab.com/Merchants/4-CZJKSF4ZLKXCAN/photoexhibition/da74dd2caac946feba56f519eb29fe5c_1733286274155673426.jpg,1.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-CZBAC73CV3VHJT/photoexhibition/30ad11eaa3d94ab8a60c0ee9c23c4fb0_1681278086430446585.jpg,https://food-cms.grab.com/Merchants/1-C6L1N7JZT6BXCN/photoexhibition/e41770d9a9924d13941365b506ccd779_1715828113137652430.jpeg,1.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4JAJX2FC7TYSE/photoexhibition/dec283be97bc49e18247c085e1f1ebce_1690104361025989018.jpeg,https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4L1WBN1J3TKJ2/photoexhibition/2e86c3723ada4b168c2a137175c5535c_1695809643805674475.jpeg,1.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4B2NTTUABEWGE/photoexhibition/cb3fdbe3ac6c467da0796b5c016f6bd0_1683872762620869261.jpeg,https://food-cms.grab.com/Merchants/4-C63GVCMDA2UCJA/photoexhibition/8d138a9e2b804f2a9e7ea1b62900f651_1735206941443147504.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C3EGEVKEA8EBGT/photoexhibition/b828c84fd47e485fa01f34c8088ad42e_1677068733474498690.jpg,https://food-cms.grab.com/Merchants/SGDD08720/photoexhibition/2f7c5f81ade04d3ea6fd5fba29e9fc97_1733285980262025560.jpg,2.0
https://food-cms.grab.com/Merchants/1-C6VJCLDVV7U1JN/photoexhibition/d5036507868b40c6b477777b461e6b93_1724826507546240375.jpeg,https://food-cms.grab.com/Merchants/4-C63WCBA2CGEYA2/photoexhibition/db8639d55f374796a466a1c092df5a87_1734511309718308517.jpeg,2.0
https://food-cms.grab.com/Merchants/4-C64VT3NZJTLEMA/photoexhibition/be54a826e1f24cddafeb862e0154a2cf_1735523576909796976.jpeg,https://food-cms.grab.com/Merchants/SGDD05718/photoexhibition/4f63a2bc05d644bda2ecd95e0c740bd5_1733208968349522351.jpg,2.0
https://food-cms.grab.com/Merchants/1-C65DCAVEEN5DEN/photoexhibition/e82c03a648224ef9b057930c7beea4df_1736494417953642332.jpeg,https://food-cms.grab.com/Merchants/4-C4L2RFLGCP4GCX/photoexhibition/9cd17ac1504c4f52aa9a45fd1fcd32c2_1740453090391598478.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4NBLA2YVEXKE2/photoexhibition/9a1a5c08798b489f8179e5aadc0e4f5b_1698197741161581829.jpeg,https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C6A2GTLKNVKYNX/photoexhibition/6e62d394080640cdbedf4d22fa6f2d1b_1701836015609118272.png,1.0
https://food-cms.grab.com/Merchants/1-C6NUEADDVRAXWA/photoexhibition/50204c98d3db4041a1a857bc5bd98791_1719386536402370601.jpeg,https://food-cms.grab.com/Merchants/4-CYWCATD3GAWTRN/photoexhibition/6816654fc92648bf873a7c12c633b4b5_1743476751684524367.jpeg,2.0
https://food-cms.grab.com/Merchants/4-C6LDNNWVJUX1RT/photoexhibition/6350c857735c41629d9bf1d9d6c47fcc_1732866503630082366.jpg,https://food-cms.grab.com/Merchants/SGDD07135/photoexhibition/4348501036274f5eabacd2e650a35496_1733730974587142945.jpg,1.0
https://food-cms.grab.com/Merchants/4-C34WGJ32UEBXTE/photoexhibition/a6577c7a51c4497fba663b6d9e9914c1_1728379133886684836.jpeg,https://food-cms.grab.com/Merchants/SGDD02824/photoexhibition/e1b650288045418ea1d2f408fc411624_1733214776688030536.jpg,1.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4DUJ2JUTUKJJT/photoexhibition/c27ffeb9f9e549e3833f84183aad944a_1687274681526663708.jpeg,https://food-cms.grab.com/Merchants/4-C6MJAZJKTAUZE6/photoexhibition/7d6607dba833498695bbc0712e98d0b5_1734592787678653265.jpeg,1.0
https://food-cms.grab.com/Merchants/1-C6VWGKUUBE33SE/photoexhibition/7bc775825ffe405990d229d716fc09d5_1725333591915250154.jpeg,https://food-cms.grab.com/Merchants/SGDD02802/photoexhibition/2bbf3bfe8ef1414cbea6bfa7b9573d16_1732762318862377557.jpg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4J1J6D3NEDCRA/photoexhibition/1980ab5a6c2a474e9a293f06e09e6582_1691828367018282648.jpeg,https://food-cms.grab.com/Merchants/4-CZDJGX4UDAMCJA/photoexhibition/fcfdb46cb7cb4c99b2f4eecbbe19ad09_1733303922332066382.jpg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4E1JGLVR2DDLA/photoexhibition/75ad06d3dff34778826582bd505096bb_1689751412150690280.jpeg,https://food-cms.grab.com/Merchants/4-C2CTSGCADF2GG2/photoexhibition/646fc3cf5d074477b6538e6dd1172f50_1743146271191196532.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C6EFAVJAGVCBAT/photoexhibition/83b4ec65bebe475aa7bbe613a09496b4_1708507493747329150.jpeg,https://food-cms.grab.com/Merchants/SGDD00345/photoexhibition/f37e27aba77b45be99abd727d732b8a1_1734507568334037036.jpeg,2.0
https://food-cms.grab.com/Merchants/SGDD06036/photoexhibition/1329bac9829141398c9aa62ac756689f_1733481609275749218.jpg,https://food-cms.grab.com/Merchants/SGDD06858/photoexhibition/46a0741fb758433cb805b081d4d1cf8a_1742284110365563063.jpeg,1.0
https://food-cms.grab.com/Merchants/1-C63HTUXGUETXPA/photoexhibition/278529150f7e4923be8ced6524054b92_1733023639366774813.jpeg,https://food-cms.grab.com/Merchants/SGDD09746/photoexhibition/58fcec13bcdf4537937ce163ada1834f_1733214776353013261.jpg,2.0
https://food-cms.grab.com/Merchants/4-C62YTJMWLUBJE6/photoexhibition/7406cf5fabaa4ff988f29e860cfa47fd_1731638650728999836.jpeg,https://food-cms.grab.com/Merchants/4-C6LVHGLUCXNTNT/photoexhibition/786e9a2a426f40509ec45736e75651c7_1715246990320495735.jpeg,1.0
https://food-cms.grab.com/Merchants/4-C62BCN6BN7EVNJ/photoexhibition/b5e5d2cc99354ceb8152af5246c5eaeb_1730168924136688066.jpeg,https://food-cms.grab.com/Merchants/4-CYNAEBCDNEKXKE/photoexhibition/b6e5c47feedd4e51899ce2ea796600ae_1733304723648528139.jpg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4KVSAUYGKUTMA/photoexhibition/c35dba3b9d6f438fa75d6c41819f0ed2_1693971315459721891.jpeg,https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C6BWDF2GLNUWVA/photoexhibition/8402d7f12e0543aab702ca05ccbaab47_1703341807558767327.jpeg,1.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-C4CTVBJWR2LUGN/photoexhibition/e576db365cf24a19ab9f99d9735b3667_1685210620969300717.jpeg,https://food-cms.grab.com/Merchants/4-C62WUFC2J7MXA2/photoexhibition/567bc3a55ce24028b1155f26743d4b4d_1734685130785991343.jpeg,2.0
https://food-cms.grab.com/Merchants/1-C65DEJNVWFL3GT/photoexhibition/f4136468bf2042d792f5800599029b28_1736494625553286508.jpeg,https://food-cms.grab.com/Merchants/1-C6UZA4LJJ7N1EA/photoexhibition/7ae26484ae724a33b04549548af919b7_1723625969309232571.jpeg,1.0
https://food-cms.grab.com/Merchants/4-C623GNNGCYBVVJ/photoexhibition/cd396825ebb044a4996983205ce1bec3_1734431219811691313.jpeg,https://food-cms.grab.com/Merchants/4-C6UCKELBNFEDR2/photoexhibition/c72ce58a092444aba734cf3bf5722889_1723434683991871070.jpeg,2.0
https://d1sag4ddilekf6.cloudfront.net/Merchants/1-CZC2GPXDJXLKJ6/photoexhibition/d939df7bbf7f4d95aa153c1f95d54542_1676827296284726869.jpeg,https://food-cms.grab.com/Merchants/4-C6LBEY4JUA3VVN/photoexhibition/abddedeccd9542c7801e67beb34e14bc_1714379407329225333.jpeg,2.0
